link,base_link,id_votacion,tema,region
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=26611,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,26611,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=26610,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,26610,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=26609,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,26609,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=26608,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,26608,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=26520,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,26520,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=26517,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,26517,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=26513,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,26513,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32101,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,32101,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32074,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,32074,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32013,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,32013,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32012,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,32012,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=31980,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,31980,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=31979,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,31979,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=31973,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,31973,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=31963,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,31963,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=31907,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,31907,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=31905,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,31905,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=23049,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,23049,SUBDERE,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=39758,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,39758,PESCA,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=39963,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,39963,PESCA,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=37442,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,37442,PESCA,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=34952,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,34952,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=34887,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,34887,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=34898,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,34898,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=34896,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,34896,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=34895,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,34895,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=34893,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,34893,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=34891,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,34891,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=37239,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,37239,LEY DE PRESUPUESTOS,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=19753,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,19753,SISTEMA BINOMINAL,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=20559,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,20559,SISTEMA BINOMINAL,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=20558,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,20558,SISTEMA BINOMINAL,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=19769,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,19769,SISTEMA BINOMINAL,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=19768,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,19768,SISTEMA BINOMINAL,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=19767,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,19767,SISTEMA BINOMINAL,1
https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=19766,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=,19766,SISTEMA BINOMINAL,1
