nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos,fecha_eleccion
ANDREA MOLINA OLIVA,ILB,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrea_Molina_Oliva,Andrea,Molina,Oliva,Secretaria Bilingüe,28 de Marzo de 1970,Santiago,,,1,dos,13 de diciembre de 2009
GASPAR RIVAS SANCHEZ,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gaspar_Alberto_Rivas_Sánchez,Gaspar Alberto,Rivas,Sánchez,Abogado,17 de Mayo de 1978,Los Andes,,Católico,0,0,13 de diciembre de 2009
RODRIGO GONZALEZ TORRES,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_René_González_Torres,Rodrigo,González,Torres,Doctor en Filosofía,26 de Septiembre de 1941,Viña del Mar,4 de Septiembre de 2022,,1,0,13 de diciembre de 2009
EDMUNDO ELUCHANS URENDA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edmundo_Eluchans_Urenda,Edmundo,Eluchans,Urenda,Abogado,12 de Enero de 1950,Valparaíso,,,1,cinco,13 de diciembre de 2009
ALDO CORNEJO GONZALEZ,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aldo_Cornejo_González,Aldo,Cornejo,González,Abogado,19 de Abril de 1955,Curicó,,Católica,1,cuatro,13 de diciembre de 2009
JOAQUIN GODOY IBANEZ,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Godoy_Ibáñez,Joaquín,Godoy,Ibañez,Ingeniero Comercial,25 de Enero de 1977,Santiago,,,1,0,13 de diciembre de 2009
MARCELO SCHILLING RODRIGUEZ,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Schilling_Rodríguez,Marcelo,Schilling,Rodríguez,,18 de Mayo de 1949,Temuco,,,1,un,13 de diciembre de 2009
ARTURO SQUELLA OVALLE,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Squella_Ovalle,Arturo,Squella,Ovalle,Abogado,25 de Septiembre de 1978,Santiago,,,1,una,13 de diciembre de 2009
RAMON BARROS MONTERO,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_José_Barros_Montero,Ramón José,Barros,Montero,Ingeniero Agrónomo,5 de Marzo de 1958,Santiago,,,0,0,13 de diciembre de 2009
JAVIER MACAYA DANUS,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ignacio_Macaya_Danus,Javier Ignacio,Macaya,Danús,Magíster en Dirección y Gestión Tributaria,11 de Noviembre de 1979,Santiago,,,0,cuatro,13 de diciembre de 2009
RICARDO RINCON GONZALEZ,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Enrique_Rincón_González,Ricardo Enrique,Rincón,González,Abogado,22 de Marzo de 1967,Santiago,,,1,0,13 de diciembre de 2009
EUGENIO BAUER JOUANNE,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Bauer_Jouanne,Eugenio,Bauer,Jouanne,Dibujante Técnico,20 de Mayo de 1947,,,,1,cuatro,13 de diciembre de 2009
ALEJANDRO GARCIA-HUIDOBRO SANFUENTES,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_García-Huidobro_Sanfuentes,Alejandro,García Huidobro,Sanfuentes,Cientista Político,19 de Abril de 1952,Santiago,,,1,cinco,13 de diciembre de 2009
GUILLERMO CERONI FUENTES,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_Ceroni_Fuentes,Guillermo,Ceroni,Fuentes,"Abogado, agricultor",30 de Julio de 1946,Parral,,,1,0,13 de diciembre de 2009
IGNACIO URRUTIA BONILLA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Urrutia_Bonilla,Ignacio,Urrutia,Bonilla,Agricultor,16 de Septiembre de 1957,Santiago,,,1,tres,13 de diciembre de 2009
JORGE TARUD DACCARETT,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Tarud_Daccarett,Jorge,Tarud,Daccarett,Egresado de Derecho,19 de Julio de 1953,Santiago,,,1,dos,13 de diciembre de 2009
ROMILIO GUTIERREZ PINO,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Romilio_Gutiérrez_Pino,Romilio,Gutiérrez,Pino,Profesor,17 de Febrero de 1962,Linares,,,1,tres,13 de diciembre de 2009
PABLO LORENZINI BASSO,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso,Pablo,Lorenzini,Basso,Doctor en Economía,25 de Octubre de 1949,Molina,,,1,dos,13 de diciembre de 2009
ROBERTO LEON RAMIREZ,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_León_Ramírez,Roberto,León,Ramírez,Abogado,11 de Febrero de 1951,Santiago,,,1,cuatro,13 de diciembre de 2009
CELSO MORALES MUNOZ,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Celso_René_Morales_Muñoz,Celso René,Morales,Muñoz,Profesor de Educación Básica,10 de Julio de 1957,Curicó,,,0,una,13 de diciembre de 2009
SERGIO AGUILO MELO,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Aguiló_Melo,Sergio,Aguiló,Melo,Ingeniero Comercial,9 de Febrero de 1953,Santiago,,,1,tres,13 de diciembre de 2009
GERMAN VERDUGO SOTO,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Germán_Verdugo_Soto,Germán,Verdugo,Soto,Abogado,5 de Octubre de 1948,Talca,,,1,cuatro,13 de diciembre de 2009
JOSE PEREZ ARRIAGADA,PRSD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,José,Pérez,Arriagada,"Técnico Agrícola, Perito Forestal",29 de Diciembre de 1940,Los Angeles,,,1,0,13 de diciembre de 2009
JUAN LOBOS KRAUSE,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Lobos_Krause,Juan,Lobos,Krause,Médico,5 de Diciembre de 1960,Yumbel,11 de Abril de 2011,,1,tres,13 de diciembre de 2009
MANUEL MONSALVE BENAVIDES,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Zacarías_Monsalve_Benavides,Manuel Zacarías,Monsalve,Benavides,Magíster en Gobierno y Gerencia Pública,9 de Julio de 1965,Coronel,,,1,dos,13 de diciembre de 2009
IVAN NORAMBUENA FARIAS,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Ernesto_Norambuena_Farías,Iván Ernesto,Norambuena,Farías,Administrador de Empresas,4 de Septiembre de 1958,Concepción,,,1,cinco,13 de diciembre de 2009
FRANK SAUERBAUM MUNOZ,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Frank_Carlos_Sauerbaum_Muñoz,Frank Carlos,Sauerbaum,Muñoz,Ingeniero Comercial,21 de Noviembre de 1972,Concepción,,,1,dos,13 de diciembre de 2009
ENRIQUE VAN RYSSELBERGHE HERRERA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera,Enrique,Van Rysselberghe,Herrera,Master en Bussiness Administration,17 de Septiembre de 1976,Concepción,,,1,0,13 de diciembre de 2009
ROSAURO MARTINEZ LABBE,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rosauro_Martínez_Labbé,Rosauro,Martínez,Labbé,Agricultor,11 de Noviembre de 1950,Chillán,,,1,cuatro,13 de diciembre de 2009
CLEMIRA PACHECO RIVAS,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Clemira_Pacheco_Rivas,Clemira,Pacheco,Rivas,Magíster en Políticas Sociales,5 de Mayo de 1961,Lirquén,,,1,cuatro,13 de diciembre de 2009
SERGIO BOBADILLA MUNOZ,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Enrique_Bobadilla_Muñoz,Sergio Enrique,Bobadilla,Muñoz,Ingeniero en Ejecución Industrial,25 de Marzo de 1958,,,,1,0,13 de diciembre de 2009
JORGE ULLOA AGUILLON,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Iván_Ulloa_Aguillón,Jorge Iván,Ulloa,Aguillón,Profesor de Historia y Geografía,15 de Septiembre de 1958,Talcahuano,,,1,0,13 de diciembre de 2009
MARIO VENEGAS CARDENAS,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Venegas_Cárdenas,Mario Artidoro,Venegas,Cárdenas,Profesor de Historia y Geografía,3 de Diciembre de 1957,Traiguén,,,1,dos,13 de diciembre de 2009
GONZALO ARENAS HODAR,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Arenas_Hödar,Gonzalo,Arenas,Hodar,Abogado,13 de Diciembre de 1972,,,,1,tres,13 de diciembre de 2009
JOAQUIN TUMA ZEDAN,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Tuma_Zedan,Joaquín,Tuma,Zedán,Abogado,9 de Julio de 1941,Temuco,,,1,cuatro,13 de diciembre de 2009
FERNANDO MEZA MONCADA,PRSD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Meza_Moncada,Fernando,Meza,Moncada,Doctor en Medicina,14 de Julio de 1946,Temuco,,,1,0,13 de diciembre de 2009
FUAD CHAHIN VALENZUELA,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fuad_Eduardo_Chahin_Valenzuela,Fuad Eduardo,Chahin,Valenzuela,Abogado,1 de Diciembre de 1976,Temuco,,,1,0,13 de diciembre de 2009
ENRIQUE ESTAY PENALOZA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Estay_Peñaloza,Enrique,Estay,Peñaloza,Abogado,30 de Marzo de 1958,,,,1,cinco,13 de diciembre de 2009
RENE SAFFIRIO ESPINOZA,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Fernando_Saffirio_Espinoza,René Fernando,Saffirio,Espinoza,Abogado,9 de Octubre de 1955,Temuco,,,1,0,13 de diciembre de 2009
GERMAN BECKER ALVEAR,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Germán_Becker_Alvear,Germán,Becker,Alvear,Ingeniero Civil,13 de Marzo de 1955,Temuco,,,1,tres,13 de diciembre de 2009
ALFONSO DE URRESTI LONGTON,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Arturo_De_Urresti_Longton,Alfonso Arturo,De Urresti,Longton,Magíster de Economía y Desarrollo Regional,7 de Marzo de 1966,,,,1,dos,13 de diciembre de 2009
ROBERTO DELMASTRO NASO,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Delmastro_Naso,Roberto,Delmastro,Naso,Ingeniero Forestal,17 de Octubre de 1945,Valdivia,26 de Diciembre de 2014,,1,tres,13 de diciembre de 2009
ENRIQUE JARAMILLO BECKER,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Jaramillo_Becker,Enrique,Jaramillo,Becker,"Economista Bancario, Agricultor",11 de Julio de 1937,La Unión,,,1,tres,13 de diciembre de 2009
GASTON VON MUHLENBROCK ZAMORA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_Von_Mühlenbrock_Zamora,Gastón,Von Mühlenbrock,Zamora,Administrador de Empresas,26 de Diciembre de 1954,Santiago,,,1,dos,13 de diciembre de 2009
GABRIEL ASCENCIO MANSILLA,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla,Gabriel,Ascencio,Mansilla,Abogado,25 de Octubre de 1953,Coyhaique,,,1,0,13 de diciembre de 2009
ALEJANDRO SANTANA TIRACHINI,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Santana_Tirachini,Alejandro,Santana,Tirachini,"Contador auditor, Ingeniero comercial",18 de Julio de 1965,Castro,,,1,0,13 de diciembre de 2009
PATRICIO VALLESPIN LOPEZ,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Vallespín_López,Patricio Iván,Vallespín,López,Magíster en Asentamientos Humanos y Medio Ambiente,24 de Abril de 1964,Santiago,,,1,tres,13 de diciembre de 2009
MARISOL TURRES FIGUEROA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marisol_Turres_Figueroa,Marisol,Turres,Figueroa,Abogada,13 de Julio de 1964,,,,1,cuatro,13 de diciembre de 2009
FIDEL ESPINOZA SANDOVAL,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidel_Edgardo_Espinoza_Sandoval,Fidel Edgardo,Espinoza,Sandoval,Magíster en Desarrollo Regional,24 de Enero de 1970,,,,0,dos,13 de diciembre de 2009
CARLOS RECONDO LAVANDEROS,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Recondo_Lavanderos,Carlos,Recondo,Lavanderos,Médico Veterinario,27 de Abril de 1954,Puerto Montt,,,1,tres,13 de diciembre de 2009
SERGIO OJEDA URIBE,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Ojeda_Uribe,Sergio,Ojeda,Uribe,Abogado,12 de Marzo de 1943,Riachuelo,,,1,cuatro,13 de diciembre de 2009
JAVIER HERNANDEZ HERNANDEZ,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ricardo_Hernández_Hernández,Javier Ricardo,Hernández,Hernández,Médico Veterinario,7 de Agosto de 1954,,,,1,seis,13 de diciembre de 2009
RENE ALINCO BUSTOS,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Alinco_Bustos,René,Alinco,Bustos,Obrero de la construcción,2 de Junio de 1958,,,,1,0,13 de diciembre de 2009
DAVID SANDOVAL PLAZA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/David_Sandoval_Plaza,David,Sandoval,Plaza,"Contador general, Geógrafo",20 de Octubre de 1952,Santiago,,,1,0,13 de diciembre de 2009
CAROLINA GOIC BOROEVIC,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carolina_Goic_Boroevic,Carolina,Goic,Boroevic,Magíster en Economía,20 de Diciembre de 1972,Santiago,,,1,dos,13 de diciembre de 2009
MIODRAG MARINOVIC SOLO DE ZALDIVAR,IND,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miodrag_Arturo_Marinovic_Solo_de_Zaldívar,Miodrag Arturo,Marinovic,Solo de Zaldívar,Licenciado en Ciencias de la Administración,7 de Enero de 1967,Magallanes,,,1,dos,13 de diciembre de 2009
DENISE PASCAL ALLENDE,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Denise_Pascal_Allende,Denise Simone,Pascal,Allende,"Cientista Política, Diseñadora Paisajista",19 de Julio de 1940,Valparaíso,,,1,dos,13 de diciembre de 2009
GONZALO URIARTE HERRERA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Uriarte_Herrera,Gonzalo,Uriarte,Herrera,Abogado,28 de Noviembre de 1964,Santiago,,,1,cuatro,13 de diciembre de 2009
RAMON FARIAS PONCE,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Farías_Ponce,Ramón,Farías,Ponce,Actor,23 de Agosto de 1955,Santiago,,,1,dos,13 de diciembre de 2009
PEPE AUTH STEWART,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pepe_Auth_Stewart,Pepe,Auth,Stewart,,6 de Marzo de 1957,Santiago,,,0,0,13 de diciembre de 2009
MONICA ZALAQUETT SAID,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mónica_Beatriz_Zalaquett_Said,Mónica Beatriz,Zalaquett,Said,Estudios de Periodismo y Ciencias Políticas,4 de Mayo de 1962,Santiago,,,1,cuatro,13 de diciembre de 2009
CRISTINA GIRARDI LAVIN,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristina_Girardi_Lavín,Cristina,Girardi,Lavín,,9 de Enero de 1962,Santiago,,,1,tres,13 de diciembre de 2009
NICOLAS MONCKEBERG DIAZ,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_Monckeberg_Díaz,Nicolás,Monckeberg,Díaz,Magister,31 de Julio de 1973,Santiago,,,1,tres,13 de diciembre de 2009
GABRIEL SILBER ROMO,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo,Gabriel Moisés,Silber,Romo,Abogado,15 de Septiembre de 1976,Santiago,,,0,0,13 de diciembre de 2009
PATRICIO MELERO ABAROA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,Patricio,Melero,Abaroa,Ingeniero,19 de Junio de 1956,Santiago,,,1,dos,13 de diciembre de 2009
KARLA RUBILAR BARAHONA,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karla_Rubilar_Barahona,Karla,Rubilar,Barahona,Médica cirujana,17 de Abril de 1977,Santiago,,,1,cuatro,13 de diciembre de 2009
TUCAPEL JIMENEZ FUENTES,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tucapel_Francisco_Jiménez_Fuentes,Tucapel Francisco,Jiménez,Fuentes,Ingeniero en Ejecución Eléctrico,1 de Septiembre de 1962,Santiago,,,1,tres,13 de diciembre de 2009
IVAN MOREIRA BARROS,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Moreira_Barros,Iván,Moreira,Barros,,8 de Noviembre de 1956,Santiago,,Evangélico,1,dos,13 de diciembre de 2009
PATRICIO HALES DIB,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Alejandro_Hales_Dib,Patricio Alejandro,Hales,Dib,Arquitecto,11 de Septiembre de 1946,Santiago,,,1,cinco,13 de diciembre de 2009
CLAUDIA NOGUEIRA FERNANDEZ,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudia_Nogueira_Fernández,Claudia,Nogueira,Fernández,Abogada,26 de Noviembre de 1969,Santiago,,,1,0,13 de diciembre de 2009
CARLOS MONTES CISTERNAS,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Montes_Cisternas,Carlos,Montes,Cisternas,,11 de Mayo de 1946,Santiago,,,1,tres,13 de diciembre de 2009
GUSTAVO HASBUN SELUME,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Hasbún_Selume,Gustavo,Hasbún,Selume,Licenciado en Comunicación Social,2 de Agosto de 1972,Santiago,,,1,dos,13 de diciembre de 2009
XIMENA VIDAL LAZARO,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ximena_Vidal_Lázaro,Ximena,Vidal,Lázaro,Actriz,1 de Enero de 1955,San Antonio,,,1,2,13 de diciembre de 2009
FELIPE SALABERRY SOTO,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Salaberry_Soto,Felipe,Salaberry,Soto,Ingeniero Comercial,9 de Enero de 1966,,,,1,tres,13 de diciembre de 2009
OSVALDO ANDRADE LARA,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Raúl_Andrade_Lara,Osvaldo Raúl,Andrade,Lara,Licenciado,02 de Junio de 1953,Santiago,,,0,0,13 de diciembre de 2009
LEOPOLDO PEREZ LAHSEN,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Leopoldo_Alfredo_Pérez_Lahsen,Leopoldo Alfredo,Pérez,Lahsen,Administrador Público,28 de Marzo de 1957,Santiago,,,1,0,13 de diciembre de 2009
ENRIQUE ACCORSI OPAZO,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Accorsi_Opazo,Enrique,Accorsi,Opazo,Médico,17 de Agosto de 1948,Santiago,,,0,0,13 de diciembre de 2009
ERNESTO SILVA MENDEZ,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ernesto_Silva_Méndez,Ernesto,Silva,Méndez,Doctor en Ciencia Política,15 de Agosto de 1975,Santiago,,,1,cinco,13 de diciembre de 2009
CRISTIAN MONCKEBERG BRUNER,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristián_Monckeberg_Bruner,Cristian,Monckeberg,Bruner,Máster en Derecho de Empresas,12 de Mayo de 1968,Santiago,,,1,0,13 de diciembre de 2009
GUILLERMO TEILLIER DEL VALLE,PCCH,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_León_Teillier_del_Valle,Guillermo León,Teillier,del Valle,Profesor de Castellano,29 de Octubre de 1943,Santa Bárbara,29 de Agosto de 2023,,0,tres,13 de diciembre de 2009
PEDRO BROWNE URREJOLA,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Browne_Urrejola,Pedro Pablo,Browne,Urrejola,Ingeniero,29 de Junio de 1972,Santiago,,,1,cuatro,13 de diciembre de 2009
JORGE BURGOS VARELA,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Burgos_Varela,Jorge,Burgos,Varela,Abogado,24 de Junio de 1956,,,,1,tres,13 de diciembre de 2009
MARCELA SABAT FERNANDEZ,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Constanza_Sabat_Fernández,Marcela Constanza,Sabat,Fernández,,4 de Abril de 1981,Santiago,,,1,una,13 de diciembre de 2009
FELIPE HARBOE BASCUNAN,PPD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Harboe_Bascuñán,Felipe,Harboe,Bascuñán,Abogado,20 de Julio de 1972,"Eindhoven, Holanda",,,1,tres,13 de diciembre de 2009
ALBERTO CARDEMIL HERRERA,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Eugenio_Cardemil_Herrera,Alberto Eugenio,Cardemil,Herrera,Abogado,1 de Noviembre de 1945,"Chimbarongo, Chile",,,1,cuatro,13 de diciembre de 2009
FULVIO ROSSI CIOCCA,PS,senadores,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fulvio_Rossi_Ciocca,Fulvio,Rossi,Ciocca,Médico Cirujano,30 de Septiembre de 1970,Iquique,,,1,dos,13 de diciembre de 2009
JAIME ORPIS BOUCHON,UDI,senadores,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Orpis_Bouchon,Jaime,Orpis,Bouchon,Abogado,16 de Septiembre de 1956,Santiago,,,1,cuatro,13 de diciembre de 2009
BALDO PROKURICA PROKURICA,RN,senadores,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldo_Prokurica_Prokurica,Baldo,Prokurica,Prokurica,Abogado,2 de Julio de 1958,Vallenar,,,1,dos,13 de diciembre de 2009
RICARDO LAGOS WEBER,PPD,senadores,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Lagos_Weber,Ricardo,Lagos,Weber,Magíster en Desarrollo Económico,21 de Febrero de 1962,"Durham, Estados Unidos",,,0,0,13 de diciembre de 2009
FRANCISCO CHAHUAN CHAHUAN,RN,senadores,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Chahuán_Chahuán,Francisco,Chahuán,Chahuán,Abogado,20 de Mayo de 1971,Viña el Mar,,,1,una,13 de diciembre de 2009
IGNACIO WALKER PRIETO,PDC,senadores,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Walker_Prieto,Ignacio,Walker,Prieto,Doctor en Ciencias Políticas,7 de Enero de 1956,Santiago,,,1,0,13 de diciembre de 2009
