nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos,fecha_eleccion
FRANCISCO HUENCHUMILLA JARAMILLO,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Huenchumilla_Jaramillo,Francisco Segundo,Huenchumilla,Jaramillo,Abogado,22 de Marzo de 1944,,,,1,seis,11 de diciembre de 1993
EXEQUIEL SILVA ORTIZ,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Exequiel_Silva_Ortiz,Exequiel,Silva,Ortiz,Médico Veterinario,13 de Octubre de 1963,Santiago,,Católico,0,0,11 de diciembre de 1993
CARLOS CAMINONDO SAEZ,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Caminondo_Sáez,Carlos,Caminondo,Sáez,,28 de Diciembre de 1937,Lautaro,25 de Julio de 2024,,1,tres,11 de diciembre de 1993
CLAUDIO ALVARADO ANDRADE,ILB,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Alvarado_Andrade,Claudio Patricio,Alvarado,Andrade,Ingeniero Comercial; Licenciado en Administración de Empresas,7 de Febrero de 1960,Castro,,,0,cinco,11 de diciembre de 1993
GABRIEL ASCENCIO MANSILLA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla,Gabriel,Ascencio,Mansilla,Abogado,25 de Octubre de 1953,Coyhaique,,,1,0,11 de diciembre de 1993
SERGIO ELGUETA BARRIENTOS,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Benedicto_Elgueta_Barrientos,Sergio Benedicto,Elgueta,Barrientos,Abogado,4 de Febrero de 1933,Puerto Montt,,,1,tres,11 de diciembre de 1993
HARRY JURGENSEN CAESAR,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Harry_Jurgensen_Caesar,Harry,Jurgensen,Caesar,Contador General,30 de Mayo de 1942,Osorno,,,1,0,11 de diciembre de 1993
VICTOR REYES ALVARADO,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Reyes_Alvarado,Víctor Fernando,Reyes,Alvarado,Abogado,2 de Julio de 1945,Osorno,,,1,tres,11 de diciembre de 1993
MARINA PROCHELLE AGUILAR,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marina_Prochelle_Aguilar,Marina,Prochelle,Aguilar,,9 de Diciembre de 1941,Valdivia,7 de Febrero de 2022,,1,tres,11 de diciembre de 1993
SERGIO OJEDA URIBE,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Ojeda_Uribe,Sergio,Ojeda,Uribe,Abogado,12 de Marzo de 1943,Riachuelo,,,1,cuatro,11 de diciembre de 1993
VALENTIN SOLIS CABEZAS,UCC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Valentín_Solís_Cabezas,Valentín,Solís,Cabezas,Contador Público,24 de Noviembre de 1959,Coyhaique,,,1,dos,11 de diciembre de 1993
HECTOR ZAMBRANO OPAZO,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Héctor_Zambrano_Opazo,Héctor Galindo,Zambrano,Opazo,Abogado,16 de Abril de 1939,Lota,10 de Julio de 2016,,1,0,11 de diciembre de 1993
VICENTE KARELOVIC VRANDECIC,ILB,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vicente_Karelovic_Vrandecic,Vicente,Karelovic,Vrandecic,,26 de Junio de 1933,Punta Arenas,10 de Abril de 2019,,1,0,11 de diciembre de 1993
PEDRO MUNOZ ABURTO,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Héctor_Muñoz_Aburto,Pedro Héctor,Muñoz,Aburto,Abogado,1 de Julio de 1944,Punta Arenas,,,1,dos,11 de diciembre de 1993
VICENTE SOTA BARROS,PPD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vicente_Agustín_Sota_Barros,Vicente Agustín,Sota,Barros,Ingeniero Químico,28 de Abril de 1924,Talca,16 de Agosto de 2017,Católica,1,0,11 de diciembre de 1993
PABLO LONGUEIRA MONTES,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Longueira_Montes,Pablo,Longueira,Montes,Ingeniero Civil,12 de Agosto de 1958,Osorno,,,1,siete,11 de diciembre de 1993
ANGEL FANTUZZI HERNANDEZ,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ángel_Fantuzzi_Hernández,Ángel,Fantuzzi,Hernández,Empresario,12 de Junio de 1940,Santiago,6 de Diciembre de 2002,,1,tres,11 de diciembre de 1993
IGNACIO BALBONTIN ARTEAGA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Balbontín_Arteaga,Ignacio,Balbontín,Arteaga,"Postgrado en la Universidad de Lovaina, Bélgica",18 de Junio de 1940,Santiago,18 de Agosto de 2015,,1,0,11 de diciembre de 1993
GUIDO GIRARDI LAVIN,PPD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guido_Girardi_Lavín,Guido,Girardi,Lavín,Médico,24 de Enero de 1961,Santiago,,,1,0,11 de diciembre de 1993
PATRICIO MELERO ABAROA,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,Patricio,Melero,Abaroa,Ingeniero,19 de Junio de 1956,Santiago,,,1,dos,11 de diciembre de 1993
ZARKO LUKSIC SANDOVAL,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Zarko_Luksic_Sandoval,Zarko Cosme,Luksic,Sandoval,Doctor en Derecho,6 de Mayo de 1956,Santiago,,,1,cinco,11 de diciembre de 1993
RAMON ELIZALDE HEVIA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Elizalde_Hevia,Ramón Julio,Elizalde,Hevia,,25 de Febrero de 1940,Santiago,,,1,tres,11 de diciembre de 1993
IVAN MOREIRA BARROS,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Moreira_Barros,Iván,Moreira,Barros,,8 de Noviembre de 1956,Santiago,,Evangélico,1,dos,11 de diciembre de 1993
CAMILO ESCALONA MEDINA,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camilo_Escalona_Medina,Camilo,Escalona,Medina,,15 de Junio de 1955,Santiago,,,1,una,11 de diciembre de 1993
CRISTIAN LEAY MORAN,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristian_Antonio_Leay_Morán,Cristian Antonio,Leay,Morán,Ingeniero en Minas,9 de Febrero de 1954,Santiago,,,1,0,11 de diciembre de 1993
MARIANA AYLWIN OYARZUN,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mariana_Aylwin_Oyarzún,Mariana,Aylwin,Oyarzún,"Profesora de Estado en Historia, Geografía y Educación Cívica",13 de Julio de 1949,Santiago,,,1,0,11 de diciembre de 1993
CARLOS MONTES CISTERNAS,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Montes_Cisternas,Carlos,Montes,Cisternas,,11 de Mayo de 1946,Santiago,,,1,tres,11 de diciembre de 1993
JAIME ORPIS BOUCHON,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Orpis_Bouchon,Jaime,Orpis,Bouchon,Abogado,16 de Septiembre de 1956,Santiago,,,1,cuatro,11 de diciembre de 1993
ANDRES PALMA IRARRAZAVAL,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Palma_Irarrázaval,Andrés Jaime,Palma,Irarrázaval,Magister en Economía,21 de Julio de 1955,Santiago,,,1,seis,11 de diciembre de 1993
JAIME ESTEVEZ VALENCIA,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Estévez_Valencia,Jaime,Estévez,Valencia,Ingeniero Comercial,27 de Septiembre de 1946,Santiago,,,0,0,11 de diciembre de 1993
TOMAS JOCELYN-HOLT LETELIER,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tomás_Jocelyn_Holt_Letelier,Tomás,Jocelyn-Holt,Letelier,,16 de Enero de 1963,,,,1,0,11 de diciembre de 1993
CARLOS BOMBAL OTAEGUI,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Bombal_Otaegui,Carlos,Bombal,Otaegui,Abogado,26 de Noviembre de 1950,Santiago,,,1,dos,11 de diciembre de 1993
ANDRES ALLAMAND ZAVALA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Allamand_Zavala,Andrés,Allamand,Zavala,Abogado,7 de Febrero de 1956,Santiago,,,1,cuatro,11 de diciembre de 1993
DARIO PAYA MIRA,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Darío_Paya_Mira,Darío Guillermo,Paya,Mira,Abogado,20 de Julio de 1964,Santiago,,,1,cuatro,11 de diciembre de 1993
RODOLFO SEGUEL MOLINA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodolfo_Seguel_Molina,Rodolfo,Seguel,Molina,,20 de Septiembre de 1953,,,,1,una,11 de diciembre de 1993
ALBERTO ESPINA OTERO,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Espina_Otero,Alberto,Espina,Otero,Abogado,4 de Noviembre de 1956,Santiago,,,1,tres,11 de diciembre de 1993
GUTENBERG MARTINEZ OCAMICA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gutenberg_Martínez_Ocamica,Gutenberg,Martínez,Ocamica,Abogado,29 de Agosto de 1950,Santiago,,,1,tres,11 de diciembre de 1993
ALBERTO CARDEMIL HERRERA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Eugenio_Cardemil_Herrera,Alberto Eugenio,Cardemil,Herrera,Abogado,1 de Noviembre de 1945,"Chimbarongo, Chile",,,1,cuatro,11 de diciembre de 1993
JORGE SCHAULSOHN BRODSKY,PPD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Schaulsohn_Brodsky,Jorge,Schaulsohn,Brodsky,Abogado,22 de Noviembre de 1952,Santiago,,,1,0,11 de diciembre de 1993
JULIO LAGOS COSGROVE,RN,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Lagos_Cosgrove,Julio,Lagos,Cosgrove,Empresario del Transporte,20 de Junio de 1943,Iquique,,,1,0,11 de diciembre de 1993
SERGIO BITAR CHACRA,PPD,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Bitar_Chacra,Sergio,Bitar,Chacra,Magíster en Economía en la Universidad de Harvard en Estados Unidos,30 de Diciembre de 1940,Santiago,,,1,0,11 de diciembre de 1993
IGNACIO PEREZ WALKER,RN,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Pérez_Walker,Ignacio,Pérez,Walker,Abogado,4 de Agosto de 1948,Santiago,,,1,3,11 de diciembre de 1993
RICARDO NUNEZ MUNOZ,PS,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Núñez_Muñoz,Ricardo,Núñez,Muñoz,Profesor de Historia y Geografía Económica; Licenciado en Sociología,9 de Noviembre de 1939,"Sewell, Rancagua, Chile",,,1,dos,11 de diciembre de 1993
BELTRAN URENDA ZEGERS,UDI,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Beltrán_Urenda_Zegers,Beltran,Urenda,Zegers,Licenciado en Ciencias Jurídicas,29 de Febrero de 1920,Concón,22 de Junio de 2013,,1,ocho,11 de diciembre de 1993
SERGIO ROMERO PIZARRO,RN,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Romero_Pizarro,Sergio,Romero,Pizarro,Abogado,8 de Diciembre de 1938,Santiago,,,1,0,11 de diciembre de 1993
CARLOS OMINAMI PASCUAL,PS,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ominami_Pascual,Carlos,Ominami,Pascual,Licenciado en Ciencias Económicas,18 de Junio de 1950,Santiago,,,1,0,11 de diciembre de 1993
HERNAN LARRAIN FERNANDEZ,UDI,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hernán_Larraín_Fernández,Hernán,Larraín,Fernández,Abogado,21 de Septiembre de 1947,Santiago,,Católico,1,seis,11 de diciembre de 1993
MANUEL MATTA ARAGAY,DC,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Ramón_Matta_Aragay,Manuel José Ramón,Matta,Aragay,Abogado,10 de Noviembre de 1946,Talca,,,1,tres,11 de diciembre de 1993
JAIME GAZMURI MUJICA,PS,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Gazmuri_Mujica,Jaime,Gazmuri,Mujica,Ingeniero agrónomo,5 de Abril de 1944,,,,1,dos,11 de diciembre de 1993
FRANCISCO PRAT ALEMPARTE,RN,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Prat_Alemparte,Francisco,Prat,Alemparte,Ingeniero Civil Industrial,26 de Abril de 1948,Santiago,27 de Marzo de 2024,,1,nueve,11 de diciembre de 1993
ANTONIO HORVATH KISS,ILB,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Horvath_Kiss,Antonio,Horvath,Kiss,Ingeniero Civil,3 de Enero de 1950,Santiago,23 de Mayo de 2018,,1,cinco,11 de diciembre de 1993
ADOLFO ZALDIVAR LARRAIN,DC,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Adolfo_Zaldívar_Larraín,Miguel Adolfo,Zaldívar,Larraín,Abogado,13 de Septiembre de 1943,Santiago,27 de Febrero de 2013,,1,8,11 de diciembre de 1993
ANDRES AYLWIN AZOCAR,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andr%C3%A9s_Aylwin_Az%C3%B3car,ANDRES,AYLWIN,AZOCAR,Abogado,20 de junio de 1925,Viña del Mar,20 de agosto de 2018,,1,cuatro,11 de diciembre de 1993
CARLOS CANTERO OJEDA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Cantero_Ojeda,CARLOS,CANTERO,GARCÍA,Geógrafo,11 de Noviembre de 1956,Punta Arenas,,,1,tres,11 de diciembre de 1993
CARLOS DUPRE SILVA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Dupr%C3%A9_Silva,CARLOS,DUPRE,SILVA,,12 de Enero de 1944,Santiago,,,1,cuatro,11 de diciembre de 1993
FRANCISCO BARTOLUCCI JOHNSTON,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Bartolucci_Johnston,Mario Francisco,Bartolucci,Johnston,Abogado,24 de Noviembre de 1949,Santiago,,,1,0,11 de diciembre de 1993
FRANCISCO ENCINA MORIAMEZ,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Francisco_Encina_Moriamez,José Francisco,Encina,Moriamez,Sociólogo,18 de Noviembre de 1943,Concepción,,,1,0,11 de diciembre de 1993
JUAN CARLOS LATORRE CARMONA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Carlos_Latorre_Carmona,Juan Carlos,Latorre,Carmona,Ingeniero,25 de Marzo de 1949,Pedro de Valdivia,,,1,seis,11 de diciembre de 1993
JUAN PABLO LETELIER MOREL,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Pablo_Letelier_Morel,Juan Pablo,Letelier,Morel,Máster en Economía y Política Internacional,07 de Enero de 1961,Santiago,,,1,tres,11 de diciembre de 1993
LUIS VALENTIN FERRADA VALENZUELA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Valentín_Ferrada_Valenzuela,Luis Valentín,Ferrada,Valenzuela,Abogado,28 de Septiembre de 1948,Linares,,,1,8,11 de diciembre de 1993
JOSE MIGUEL ORTIZ NOVOA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres,11 de diciembre de 1993
JOSE ANTONIO VIERA-GALLO QUESNEY,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Viera_Gallo_Quesney,José Antonio,Viera Gallo,Quesney,Abogado,2 de Diciembre de 1943,Santiago,,,1,0,11 de diciembre de 1993
RENE MANUEL GARCIA GARCIA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García,René Manuel,García,García,Perito Agrícola,24 de Mayo de 1950,Cunco,,,1,tres,11 de diciembre de 1993
JOSE ANTONIO GALILEA VIDAURRE,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Galilea_Vidaurre,José Antonio,Galilea,Vidaurre,Técnico Agrícola,19 de Noviembre de 1961,Santiago,,,1,0,11 de diciembre de 1993
JUAN ENRIQUE TALADRIZ GARCIA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Enrique_Taladriz_García,Juan Enrique,Taladriz,García,,3 de Marzo de 1946,Temuco,26 de Octubre de 2019,,1,0,11 de diciembre de 1993
JOSE LUIS GONZALEZ RODRIGUEZ,PPD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Luis_González_Rodríguez,José Luis,González,Rodríguez,Médico Cirujano,11 de Abril de 1939,Santiago,4 de Septiembre de 2006,,1,tres,11 de diciembre de 1993
CARLOS IGNACIO KUSCHEL SILVA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ignacio_Kuschel_Silva,Carlos Ignacio,Kuschel,Silva,Ingeniero Comercial,16 de Marzo de 1953,Frutillar,,,1,0,11 de diciembre de 1993
JUAN ANTONIO COLOMA CORREA,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Antonio_Coloma_Correa,Juan Antonio,Coloma,Correa,Abogado,15 de Julio de 1956,Santiago,,,1,ocho,11 de diciembre de 1993
HOSAIN SABAG CASTILLO,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hosain_Sabag_Castillo,Hosain,Sabag,Castillo,Contador,5 de Marzo de 1937,"Cabrero, Chile",,,1,tres,11 de diciembre de 1993
MARIA ANTONIETA SAA DIAZ,PPD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Antonieta_Saa_Díaz,María Antonieta,Saa,Díaz,Profesora de Castellano,8 de Enero de 1943,Santiago,,,0,0,11 de diciembre de 1993
MARIA ANGELICA CRISTI MARFIL,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Angélica_Cristi_Marfil,María Angélica,Cristi,Marfil,Licenciada en sociología,13 de Octubre de 1941,Santiago,,,0,tres,11 de diciembre de 1993
FRANCISCO JAVIER ERRAZURIZ TALAVERA,ILB,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Javier_Errázuriz_Talavera,Francisco Javier,Errázuriz,Talavera,Ingeniero Agrónomo,7 de Mayo de 1942,Santiago,4 de Marzo de 2024,,1,siete,11 de diciembre de 1993
ISABEL ALLENDE BUSSI,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Isabel_Allende_Bussi,María Isabel,Allende,Bussi,Socióloga,18 de Enero de 1945,Santiago,,,1,dos,11 de diciembre de 1993
JORGE LAVANDERO ILLANES,DC,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Exequiel_Lavandero_Illanes,Jorge Exequiel,Lavandero,Illanes,,6 de Mayo de 1930,"Renaico, Región de La Araucanía",,,1,tres,11 de diciembre de 1993
JOSE MARIA HURTADO RUIZ-TAGLE,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_María_Hurtado_Ruiz_Tagle,Gerardo José María,Hurtado,Ruiz Tagle,Ingeniero de Ejecución en Pesca,5 de Marzo de 1945,Santiago,24 de Septiembre de 2018,,1,tres,11 de diciembre de 1993
JUAN HAMILTON DEPASSIER,DC,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Patricio_Jos%C3%A9_Hamilton_Depassier,Juan Patricio José,Hamilton,Depassier,Abogado,21 de Agosto de 1927,Santiago,6 de Septiembre de 2008,,0,0,11 de diciembre de 1993
MARIO HAMUY BERR,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Hamuy_Berr,Mario,Hamuy,Berr,,10 de Agosto de 1926,Santiago,6 de Marzo de 2011,,0,0,11 de diciembre de 1993
MAXIMIANO ERRAZURIZ EGUIGUREN,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maximiano_Err%C3%A1zuriz_Eguiguren,Maximiano,Errázuriz,Eguiguren,"Abogado, Periodista",28 de Septiembre de 1945,Santiago,,,0,0,11 de diciembre de 1993
OSVALDO VEGA VERA,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Vega_Vera,Osvaldo,Vega,Vera,Técnico Agrícola,24 de Julio de 1928,Cauquenes,de Marzo de 2006,,0,0,11 de diciembre de 1993
PEDRO PABLO ALVAREZ-SALAMAN BUCHI,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Büchi,Pedro Pablo,Álvarez Salamanca,Büchi,Profesor de Estado en Biología y Ciencias; Empresario Agrícola,10 de Abril de 1948,Santiago,3 de Septiembre de 2008,,1,0,11 de diciembre de 1993
RENAN FUENTEALBA VILDOSOLA,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Renán_Fuentealba_Vildósola,Francisco Renán,Fuentealba,Vildósola,Abogado,29 de Noviembre de 1947,"Illapel, Chile",,,1,cuatro,11 de diciembre de 1993
ROBERTO MUNOZ BARRA,PPD,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Mu%C3%B1oz_Barra,Roberto,Muñoz,Barra,Profesor Normalista,28 de Enero de 1936,Lautaro,,,1,tres,11 de diciembre de 1993
SERGIO DIEZ URZUA,RN,senadores,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Eduardo_de_Praga_Diez_Urz%C3%BAa,Sergio Eduardo de Praga,Diez,Urzúa,Abogado,2 de Abril de 1925,Curicó,29 de Junio de 2015,,0,0,11 de diciembre de 1993
SALVADOR URRUTIA CARDENAS,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Salvador_Urrutia_Cárdenas,Salvador,Urrutia,Cárdenas,Médico cirujano,17 de Julio de 1942,Valdivia,,,1,cuatro,11 de diciembre de 1997
JORGE SORIA MACCHIAVELLO,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Soria_Macchiavello,Jorge,Soria,Macchiavello,,3 de Marzo de 1969,Iquique,,,1,0,11 de diciembre de 1997
ANTONELLA SCIARAFFIA ESTRADA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonella_Sciaraffia_Estrada,Antonella,Sciaraffia,Estrada,Abogada,3 de Febrero de 1966,Iquique,,,0,0,11 de diciembre de 1997
MANUEL ROJAS MOLINA,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Rojas_Molina,Manuel,Rojas,Molina,Profesor,3 de Noviembre de 1959,,,,1,tres,11 de diciembre de 1997
FELIPE VALENZUELA HERRERA,PS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Valenzuela_Herrera,Felipe Ignacio,Valenzuela,Herrera,"Profesor Normalista, Abogado",8 de Octubre de 1941,Arica,,,1,cuatro,11 de diciembre de 1997
WALDO MORA LONGA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Waldo_Mora_Longa,Waldo Manuel,Mora,Longa,Periodista,12 de Diciembre de 1942,Tocopilla,,,1,0,11 de diciembre de 1997
FANNY POLLAROLO VILLA,PS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fanny_Pollarolo_Villa,Fanny,Pollarolo,Villa,Médica Psiquiatra,7 de Marzo de 1935,Linares,,,1,tres,11 de diciembre de 1997
BALDO PROKURICA PROKURICA,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldo_Prokurica_Prokurica,Baldo,Prokurica,Prokurica,Abogado,2 de Julio de 1958,Vallenar,,,1,dos,11 de diciembre de 1997
JAIME MULET MARTINEZ,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Mulet_Martínez,Jaime,Mulet,Martínez,Magíster en Administración de Empresas - MBA,3 de Agosto de 1963,Vallenar,,,1,3,11 de diciembre de 1997
CARLOS VILCHES GUZMAN,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Alfredo_Vilches_Guzmán,Carlos Alfredo,Vilches,Guzmán,Ingeniero en metalurgia,20 de Octubre de 1944,Santiago,,,1,tres,11 de diciembre de 1997
ANTONIO LEAL LABRIN,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Leal_Labrín,Antonio,Leal,Labrín,Doctor en Filosofía,10 de Enero de 1950,Santiago,17 de Noviembre de 2021,,1,un,11 de diciembre de 1997
MARIO BERTOLINO RENDIC,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Bertolino_Rendic,Mario,Bertolino,Rendic,Médico Veterinario,3 de Febrero de 1954,La Serena,,,1,0,11 de diciembre de 1997
JOAQUIN PALMA IRARRAZAVAL,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Salvador_José_María_Antonio_Palma_Irarrázaval,Joaquín Salvador José María Antonio,Palma,Irarrázaval,Ingeniero Civil,2 de Febrero de 1943,La Serena,17 de Agosto de 2013,,0,0,11 de diciembre de 1997
